id,parent,날짜,자산,분류,소분류,내용,금액,수입/지출,메모
718,719,2022-04-10 3:08,은행,식비,,한강-체리자림샌드비차,36020,지출,
719,,2022-04-10 3:08,일정,약속,,한강팟,36020,,
720,,2022-04-09 3:08,은행,식비,,카공-오구피로,6000,지출,
721,722,2022-04-08 3:07,은행,식비,,낮과밤-은비오구몽실,13500,지출,
722,,2022-04-08 3:07,일정,약속,,낮과밤팟,13500,,
723,724,2022-04-07 3:06,은행,식비,,조이떡볶이할리스-오구은비,7700,지출,
724,,2022-04-07 3:06,일정,약속,,조이떡볶이팟,7700,,
725,,2022-04-06 18:14,은행,식비,,어제저녁맘스터치,6400,지출,
726,,2022-04-06 18:14,은행,식비,,저녁-윤애영수,10000,지출,
727,,2022-04-05 18:13,은행,기타,,해비타트,10000,지출,
728,,2022-04-04 22:58,현금,기타,,아빠가줌^^,100000,수입,
729,730,2022-04-02 4:12,은행,기타,,자전거+밥-짝아,25000,지출,
730,,2022-04-02 4:12,일정,약속,,자전거데이트,25000,,
731,,2022-04-02 4:12,은행,문화생활,,포타충전-네이버페이,10000,지출,
732,,2022-04-01 4:12,은행,용돈,,,300000,수입,
733,734,2022-04-01 4:11,은행,식비,,양꼬치카페페라-몽실오구자림용한샌드,36000,지출,
734,,2022-04-01 4:11,일정,약속,,몽실이 생파,46000,,
735,734,2022-03-30 17:36,은행,경조사/회비,,몽실케이크,10000,지출,
736,,2022-03-28 17:35,은행,문화생활,,포타충전,10000,지출,
737,,2022-03-25 22:15,은행,식비,,카공저녁-샌드필수,13700,지출,
738,739,2022-03-19 15:57,은행,식비,,또보겠지카페-필수은비,17500,지출,
739,,2022-03-19 15:57,일정,약속,,필수선배,17500,,
740,,2022-03-16 15:57,은행,식비,,엽떡-지민,5500,지출,
741,,2022-03-13 3:39,은행,문화생활,,넷플,4250,지출,
742,,2022-03-11 3:38,은행,문화생활,,네이버페이 충전-네이버웹툰😅,10000,지출,
743,,2022-03-11 3:38,은행,문화생활,,봄툰,11900,지출,
744,,2022-03-10 3:37,은행,식비,,천진분식-비차,18000,지출,
745,,2022-03-10 3:37,은행,교육,,운체교재,5000,지출,
746,,2022-03-09 3:36,은행,기타,,심,10000,지출,
747,748,2022-03-09 3:36,은행,식비,,양꼬치+a-오구공룡몽실,35700,지출,
748,,2022-03-09 3:36,일정,약속,,양꼬치팟,35700,,
749,,2022-03-07 1:23,은행,기타,,해비타트,10000,지출,
750,751,2022-03-07 1:23,은행,식비,,연어카페-윤애몽실영수,28250,지출,
751,,2022-03-07 1:23,일정,약속,,연어먹는모임,28250,,
752,,2022-03-01 1:22,은행,용돈,,,300000,수입,
753,,2022-02-26 12:53,은행,문화생활,,네이버페이-레진,30000,지출,
754,,2022-02-23 14:37,은행,문화생활,,네이버페이-예사만화,10000,지출,
755,756,2022-02-16 14:09,은행,식비,,해치스소소하게-윤애샌드은비,18500,지출,
756,,2022-02-16 14:09,일정,약속,,윤애샌드은비크로스,18500,,
757,,2022-02-11 16:04,은행,문화생활,,넷플,4250,지출,
758,,2022-02-11 16:04,은행,기타,,힘내라이화,34200,수입,
759,,2022-02-11 16:03,은행,식비,,압구정커피빈-애기,11400,지출,
760,,2022-02-10 16:03,은행,문화생활,,쮸밥,13875,지출,
761,,2022-02-09 16:03,은행,문화생활,,화산귀환,5000,지출,
762,,2022-02-08 16:02,은행,기타,,걍엄마랑현금교환,100000,수입,
763,,2022-02-07 16:01,은행,기타,,해비타트,10000,지출,
764,,2022-02-07 16:00,은행,식비,,앤티앤스,4500,지출,
765,,2022-02-07 16:00,은행,기타,,피씨방,3000,지출,
766,,2022-02-06 15:59,은행,문화생활,,파탄범,15500,지출,
767,,2022-02-04 15:59,은행,기타,,지정회지,21000,수입,
768,,2022-02-03 15:58,은행,용돈,,,300000,수입,
769,,2022-02-01 15:58,은행,기타,,작은외삼촌세뱃돈,100000,수입,
770,,2022-02-01 15:57,은행,기타,,엄마아빠세뱃돈,90000,수입,
771,,2022-02-01 15:57,은행,용돈,,큰아빠세뱃돈,100000,수입,
772,,2022-01-29 15:56,은행,식비,,불닭레시피,5350,지출,
773,,2022-01-26 15:54,은행,식비,,카카오페이-오구몽실자림용한샌드,20000,지출,
774,,2022-01-26 15:53,은행,문화생활,,어드밴트 캘린더,24000,지출,
775,,2022-01-25 15:53,은행,식비,,카페파오-샌드,6000,지출,
776,,2022-01-24 15:52,은행,기타,,카카오페이..뭐지,10000,지출,
777,,2022-01-21 15:44,은행,기타,,원호굿즈,10000,수입,
778,779,2022-01-20 19:13,은행,식비,,샌드재철쿠스-하이디라오,32300,지출,
779,,2022-01-20 19:13,일정,약속,,하이디라오팟,32300,,
780,,2022-01-20 19:13,은행,문화생활,,티빙,4900,지출,
781,782,2022-01-19 19:12,은행,식비,,오구키지-냉삼,20000,지출,
782,,2022-01-19 19:12,일정,약속,,냉삼,20000,,
783,,2022-01-18 19:12,은행,기타,,생일선물,100000,수입,
784,,2022-01-17 22:08,은행,문화생활,,팬레터,60400,지출,
785,786,2022-01-15 22:07,은행,문화생활,,주연생일,45000,지출,
786,,2022-01-15 22:07,일정,약속,,짝아랑 동네한바퀴,45000,,
787,,2022-01-14 9:41,은행,문화생활,,봄툰,11900,지출,
788,789,2022-01-13 9:41,은행,식비,,위안바오-나연,14000,지출,
789,,2022-01-13 9:41,일정,약속,,위안바오-나연,14000,,
790,,2022-01-11 9:41,은행,문화생활,,넷플,3625,지출,
791,,2022-01-10 17:08,은행,부수입,,그거,200000,수입,
792,,2022-01-09 17:07,은행,문화생활,,얼하,60000,지출,
793,,2022-01-06 1:41,은행,문화생활,,농담곰,20000,지출,
794,,2022-01-05 1:40,은행,기타,,해비타트,10000,지출,
795,796,2022-01-03 1:40,은행,식비,,오구자림몽실-해피벽돌푸드+,30000,지출,
796,,2022-01-03 1:40,일정,약속,,해피벽돌푸드,30000,,
797,,2022-01-02 1:39,은행,기타,,소장본,15000,수입,
798,,2022-01-01 13:24,은행,용돈,,,300000,수입,
799,,2022-01-01 13:23,은행,경조사/회비,,엄마생일,75000,지출,
800,,2022-01-01 1:39,은행,문화생활,,리디충전,100000,지출,
801,,2021-12-31 13:22,은행,문화생활,,더비4기..,35000,지출,
802,,2021-12-31 13:22,은행,식비,,계란,4350,지출,
803,,2021-12-31 13:22,은행,건강,,스케일링,16000,지출,
804,,2021-12-30 13:21,은행,패션/미용,,모자,21800,지출,
805,,2021-12-29 13:21,은행,식비,,마크정식,6950,지출,
806,,2021-12-24 13:20,은행,식비,,이디야,4500,지출,
807,,2021-12-24 13:19,은행,기타,,디스커스,12000,수입,
808,,2021-12-23 23:25,은행,기타,,토끼인형,10000,수입,
809,,2021-12-23 23:25,은행,기타,,에릭포카,3000,수입,
810,,2021-12-23 23:25,은행,기타,,몬엑5기,10000,수입,
811,,2021-12-19 23:23,일정,약속,,오프전시회,12000,,
812,811,2021-12-19 23:23,은행,문화생활,,주연전시회,12000,지출,
813,,2021-12-14 0:44,은행,문화생활,,레진...,10000,지출,
814,,2021-12-12 4:35,은행,문화생활,,봄툰결제...,11900,지출,
815,,2021-12-11 20:13,은행,문화생활,,넷플,3625,지출,
816,,2021-12-10 20:13,은행,부수입,,그거,200000,수입,
817,,2021-12-09 20:12,은행,기타,,김선우 포카,15000,수입,
818,,2021-12-09 20:12,은행,문화생활,,매버릭 6장,91600,지출,
819,,2021-12-08 20:11,은행,문화생활,,덥뮤다 엽서-오구,12000,지출,
820,,2021-12-07 20:11,은행,식비,,카공,5700,지출,
821,,2021-12-07 20:10,은행,패션/미용,,마물쭈 옷..,13100,지출,
822,,2021-12-06 20:10,은행,기타,,해비타트,10000,지출,
823,824,2021-12-05 20:09,은행,식비,,온콘 음식,8733,지출,
824,,2021-12-05 20:08,일정,약속,,온콘,39844,,
825,,2021-12-05 20:08,은행,경조사/회비,,오구 선물,14000,지출,
826,,2021-12-03 20:07,은행,문화생활,,봄툰결제...,11900,지출,
827,,2021-12-01 20:14,은행,용돈,,,300000,수입,
828,,2021-12-01 20:06,일정,약속,,장정정 4인,40400,,
829,,2021-12-01 20:06,은행,식비,,장정정+칵테일,40400,지출,
830,,2021-11-30 20:32,은행,식비,,메가커피,7800,지출,
831,,2021-11-29 20:31,은행,기타,,네이버페이,10000,지출,
832,,2021-11-29 20:31,은행,교육,,스터디,3000,지출,
833,,2021-11-27 20:31,은행,식비,,카공,6300,지출,
834,,2021-11-24 20:30,은행,식비,,지민,1700,지출,
835,,2021-11-24 20:30,일정,약속,,나연이,30000,,
836,835,2021-11-24 20:30,은행,식비,,나연이랑 삼겹살,30000,지출,
837,824,2021-11-22 20:29,은행,문화생활,,온콘팟,31111,지출,
838,,2021-11-22 20:29,은행,기타,,카카오페이..뭐지,10000,지출,
839,,2021-11-21 20:28,은행,문화생활,,마물쭈 추가,15000,지출,
840,,2021-11-19 20:28,은행,경조사/회비,,아빠생일,100000,지출,
841,,2021-11-17 20:28,은행,식비,,아마스빈-지민,6900,지출,
842,,2021-11-15 20:27,은행,교육,,스터디,1500,지출,
843,,2021-11-14 20:27,은행,기타,,카카오페이..뭐지,16400,지출,
844,,2021-11-13 20:26,은행,문화생활,,카카오페이-웹툰인듯...,12500,지출,
845,,2021-11-13 20:23,은행,문화생활,,네이버페이-웹툰인듯..,25766,지출,
846,,2021-11-12 20:23,은행,문화생활,,짜가포카,10000,지출,
847,,2021-11-12 20:22,은행,생활용품,,가방,100000,지출,
848,,2021-11-11 20:22,은행,기타,,피씨방,2000,지출,
849,,2021-11-11 20:21,은행,기타,,롯데쇼핑..뭐지,5500,지출,
850,,2021-11-11 20:20,은행,문화생활,,넷플,3625,지출,
851,,2021-11-10 20:20,은행,부수입,,그거,200000,수입,
852,,2021-11-10 20:19,은행,문화생활,,네이버페이-웹툰인듯..,40000,지출,
853,,2021-11-06 20:19,은행,기타,,다이소,2000,지출,
854,,2021-11-05 20:18,은행,기타,,해비타트,10000,지출,
855,,2021-11-04 20:17,은행,기타,,네이버페이,1620,지출,
856,,2021-11-03 20:17,은행,부수입,,예영 과외,180000,수입,
857,,2021-11-01 20:16,은행,용돈,,,300000,수입,
